time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-08-09T20:33:46.250Z,31.343,80.155,10,4.5,mb,17,89.2,,0.89,us,usp000fj9j,2014-11-07T01:33:13.821Z,"103 km NNE of Josh?math, India",earthquake,,,,3,reviewed,us,us
2007-08-07T10:11:40.920Z,30.97,78.116,10,3.8,mb,12,146,,1.14,us,usp000fj3d,2014-11-07T01:33:12.914Z,"19 km NNW of Barkot, India",earthquake,,,,1,reviewed,us,us
2007-07-22T23:02:14.790Z,30.881,78.239,19,5.1,mb,179,52,,0.74,us,usp000fgwd,2022-05-02T20:22:28.209Z,"Uttaranchal, India",earthquake,,14.9,,88,reviewed,us,us
2007-06-14T19:52:38.600Z,32.112,76.823,10,4.3,mb,16,259.2,,1.4,us,usp000fe0s,2014-11-07T01:32:42.535Z,"14 km NNE of Jogindarnagar, India",earthquake,,,,4,reviewed,us,us
2007-06-03T08:09:52.040Z,31.412,77.711,30,3.6,mb,9,202.3,,0.42,us,usp000fd9c,2014-11-07T01:32:38.424Z,"8 km ESE of R?mpur, India",earthquake,,,,1,reviewed,us,us
2007-03-27T11:19:29.320Z,31.012,78.212,35,3.9,mb,12,145.9,,1.13,us,usp000f7mg,2014-11-07T01:31:56.850Z,"22 km N of Barkot, India",earthquake,,,,1,reviewed,us,us
2007-02-21T00:33:25.880Z,31.373,77.752,36.6,4.1,mb,34,97.5,,0.97,us,usp000f59e,2014-11-07T01:31:40.436Z,"14 km SE of R?mpur, India",earthquake,,8,,5,reviewed,us,us
2007-02-03T00:51:15.610Z,32.098,78.582,35,4.7,mb,17,119.1,,0.81,us,usp000f45y,2014-11-07T01:31:33.179Z,"99 km NE of Sar?han, India",earthquake,,,,2,reviewed,us,us
2007-01-29T05:28:34.240Z,31.31,80.096,35,3.9,mb,8,249.1,,1.33,us,usp000f3ve,2014-11-07T01:31:28.616Z,"97 km NNE of Josh?math, India",earthquake,,,,1,reviewed,us,us
2006-12-24T22:43:26.730Z,26.881,76.154,10,4.2,mb,6,228.3,,0.68,us,usp000f0xp,2021-10-20T18:11:28.873Z,"11 km ENE of Basi, India",earthquake,,,,2,reviewed,us,us
2006-12-10T08:19:25.950Z,31.507,77.027,8.2,4,mb,18,244.2,,0.87,us,usp000ezya,2014-11-07T01:31:06.798Z,"12 km ESE of Sundarnagar, India",earthquake,,68.7,,3,reviewed,us,us
2006-12-10T08:00:42.150Z,31.824,76.762,10,3.8,mb,13,280.8,,0.87,us,usp000ezy7,2014-11-07T01:31:06.791Z,"14 km N of Sarka Gh?t, India",earthquake,,0,,3,reviewed,us,us
2006-11-29T05:41:14.180Z,27.348,76.83,10,4,mb,9,206,,1.32,us,usp000ez42,2014-11-07T01:30:58.701Z,"23 km ENE of R?jgarh, India",earthquake,,,,3,reviewed,us,us
2006-10-27T07:55:01.980Z,29.875,80.035,10,4.2,mb,22,69.4,,1.09,us,usp000ew43,2014-11-07T01:30:38.246Z,"25 km E of B?geshwar, India",earthquake,,,,3,reviewed,us,us
2006-10-04T21:34:53.630Z,29.729,80.366,10,3.9,mb,10,149.4,,0.89,us,usp000eugj,2014-11-07T01:30:30.373Z,"19 km SW of Dh?rchula, India",earthquake,,,,1,reviewed,us,us
2006-09-26T04:04:20.120Z,29.76,80.521,6.6,4.7,mb,47,84.7,,0.8,us,usp000etue,2014-11-07T01:30:16.842Z,"8 km SSW of D?rchul?, Nepal",earthquake,,20.2,,12,reviewed,us,us
2006-08-05T07:33:02.490Z,29.887,80.098,10,4.5,mb,61,57.1,,0.87,us,usp000eq9d,2014-11-07T01:29:54.485Z,"32 km E of B?geshwar, India",earthquake,,,,19,reviewed,us,us
2006-07-20T07:52:29.800Z,31.58,77.928,10,3.5,mb,8,145.7,,0.49,us,usp000ep60,2014-11-07T01:29:43.623Z,"14 km ENE of Sar?han, India",earthquake,,,,1,reviewed,us,us
2006-07-20T00:35:00.180Z,31.604,77.905,35,3.5,mb,13,145.7,,0.87,us,usp000ep53,2014-11-07T01:29:43.535Z,"14 km NE of Sar?han, India",earthquake,,,,4,reviewed,us,us
2006-07-20T00:10:58.240Z,31.642,78.038,35,4,mb,21,104.2,,1.03,us,usp000ep50,2014-11-07T01:29:43.508Z,"27 km ENE of Sar?han, India",earthquake,,,,9,reviewed,us,us
2006-05-07T16:01:01.880Z,28.975,76.561,10,4.3,mb,26,127.3,,1.17,us,usp000eggx,2014-11-07T01:29:04.154Z,"9 km NNW of Rohtak, India",earthquake,,0,,5,reviewed,us,us
2006-03-31T11:25:35.640Z,28.976,76.606,10,3.9,mb,11,161.1,,1.21,us,usp000edb8,2014-11-07T01:28:37.319Z,"9 km N of Rohtak, India",earthquake,,,,1,reviewed,us,us
2006-02-25T18:51:12.470Z,30.298,80.119,10,3.6,mb,8,141.1,,1.07,us,usp000eav2,2014-11-07T01:28:21.897Z,"60 km ESE of Josh?math, India",earthquake,,0,,1,reviewed,us,us
2006-02-01T22:24:15.920Z,30.288,80.483,50.6,4.7,mwc,150,61.4,,0.96,us,usp000e99p,2016-11-10T01:17:12.538Z,"49 km N of Dh?rchula, India",earthquake,,7.6,,,reviewed,us,hrv
2006-01-30T01:57:34.500Z,30.168,80.225,40.8,4.1,mb,26,69.8,,1.03,us,usp000e946,2014-11-07T01:28:10.620Z,"45 km NW of Dh?rchula, India",earthquake,,11.2,,3,reviewed,us,us
2006-01-08T19:16:49.010Z,31.237,80.212,35,3.5,mb,5,217.6,,1.03,us,usp000e7vh,2014-11-07T01:28:05.091Z,"97 km NE of Josh?math, India",earthquake,,,,1,reviewed,us,us
2005-12-16T18:01:28.450Z,30.464,79.142,23.1,3.7,mb,13,198.6,,0.88,us,usp000e696,2014-11-07T01:27:54.390Z,"25 km NE of Rudrapray?g, India",earthquake,,48,,2,reviewed,us,us
2005-12-14T07:09:54.190Z,30.476,79.255,44,5.1,mwc,194,86.8,,0.68,us,usp000e647,2022-05-02T18:10:00.475Z,"17 km WNW of P?palkoti, India",earthquake,,8.2,,,reviewed,us,hrv
2005-11-20T04:46:25.360Z,29.962,79.967,43.7,3.7,mb,22,187.1,,0.7,us,usp000e4hm,2014-11-07T01:27:41.352Z,"23 km NE of B?geshwar, India",earthquake,,10.8,,3,reviewed,us,us
2005-09-05T16:22:07.240Z,30.432,79.114,35,3.8,mb,9,143.4,,0.99,us,usp000dyu3,2014-11-07T01:27:00.751Z,"20 km NE of Rudrapray?g, India",earthquake,,,,1,reviewed,us,us
2005-09-05T01:45:43.000Z,30.406,79.151,10,4.6,mb,37,116.1,,0.76,us,usp000dysq,2014-11-07T01:27:00.528Z,"20 km NE of Rudrapray?g, India",earthquake,,,,16,reviewed,us,us
2005-08-16T03:45:54.190Z,30.924,78.56,42.6,4.4,mb,49,157.4,,0.81,us,usp000dxe6,2021-10-20T18:09:38.786Z,"24 km NNE of Uttark?shi, India",earthquake,,7.7,,12,reviewed,us,us
2005-05-23T00:25:24.280Z,31.126,78.522,10,3.7,mb,7,268.6,,1.4,us,usp000drda,2014-11-07T01:25:57.359Z,"44 km N of Uttark?shi, India",earthquake,,,,2,reviewed,us,us
2005-02-20T11:01:58.690Z,30.655,78.243,25,3.5,mb,9,233,,0.39,us,usp000dgk0,2014-11-07T01:25:01.570Z,"17 km SSE of Barkot, India",earthquake,,34.3,,1,reviewed,us,us
2005-02-15T21:48:38.440Z,31.85,74.991,50.4,4.2,mb,19,170.4,,0.52,us,usp000dg7z,2014-11-07T01:25:00.130Z,"3 km ESE of Fatehgarh Ch?ri?n, India",earthquake,,9.3,,2,reviewed,us,us
2004-11-26T23:53:56.720Z,30.676,77.2,42.1,3.7,mb,16,122.1,,0.86,us,usp000d9bk,2014-11-07T01:24:06.080Z,"15 km NW of N?han, India",earthquake,,13.8,,2,reviewed,us,us
2004-11-11T02:46:49.000Z,32.22,76.409,20,4.1,mb,20,118.2,,1.13,us,usp000d84d,2014-11-07T01:23:58.800Z,"8 km E of Dharamsala, India",earthquake,,0,,6,reviewed,us,us
2004-11-11T02:13:45.040Z,32.442,76.512,34.6,4.9,mb,71,107.9,,0.88,us,usp000d849,2022-05-02T17:32:16.275Z,"30 km NE of Dharamsala, India",earthquake,,19.1,,29,reviewed,us,us
2004-09-28T00:39:44.500Z,29.97,79.671,82.6,3.7,mb,10,121.8,,1.3,us,usp000d56h,2014-11-07T01:23:34.165Z,"17 km NNW of B?geshwar, India",earthquake,,29.9,,1,reviewed,us,us
2004-09-09T05:55:46.100Z,29.466,80.281,5.5,4.4,mb,18,123.1,,1.12,us,usp000d3yr,2014-11-07T01:23:27.518Z,"14 km SSE of Pithor?garh, India",earthquake,,36.2,,6,reviewed,us,us
2004-07-27T00:10:21.620Z,29.25,77.23,75.7,4.1,mb,24,164.1,,1.05,us,usp000d0xu,2014-11-07T01:22:59.367Z,"6 km NE of Chhaprauli, India",earthquake,,17,,5,reviewed,us,us
2004-07-22T03:31:05.970Z,32.188,77.17,10,3.9,mb,11,178.8,,0.78,us,usp000d0ns,2014-11-07T01:22:56.874Z,"5 km N of Nagar, India",earthquake,,,,4,reviewed,us,us
2004-04-07T09:02:28.230Z,28.858,78.418,10,4.2,mb,13,182.8,,0.67,us,usp000crww,2014-11-07T01:21:55.584Z,"7 km SW of Amroha, India",earthquake,,0,,1,reviewed,us,us
2004-03-01T17:41:18.600Z,30.368,80.496,58.6,4.8,mb,52,71.5,,0.8,us,usp000cnuh,2014-11-07T01:21:35.724Z,"57 km N of Dh?rchula, India",earthquake,,14.8,,27,reviewed,us,us
2003-12-15T23:56:07.980Z,31.527,78.151,33,4.4,mb,15,146.9,,1.08,us,usp000cfbu,2014-11-07T01:20:46.082Z,"33 km E of Sar?han, India",earthquake,,,,1,reviewed,us,us
2003-12-15T22:54:20.320Z,31.622,78.203,33,4.5,mb,20,125.8,,1.35,us,usp000cfbq,2014-11-07T01:20:46.062Z,"40 km ENE of Sar?han, India",earthquake,,,,2,reviewed,us,us
2003-09-03T23:21:03.990Z,30.583,80.432,33,4.8,mb,21,73.9,,0.84,us,usp000c6p9,2014-11-07T01:19:43.800Z,"78 km WNW of Burang, China",earthquake,,,,11,reviewed,us,us
2003-08-10T11:17:54.380Z,27.216,75.739,10,4.5,mb,19,116,,1.48,us,usp000c4je,2020-09-18T19:33:06.577Z,"22 km WSW of Manoharpur, India",earthquake,,,,2,reviewed,us,us
2003-05-27T10:14:58.870Z,30.383,79.087,33,4.1,mb,17,89.7,,1.25,us,usp000by9k,2014-11-07T01:18:43.453Z,"14 km NE of Rudrapray?g, India",earthquake,,,,1,reviewed,us,us
2003-05-27T04:23:28.960Z,30.547,79.293,33,4.9,mb,151,108.7,,0.73,us,usp000by91,2022-05-02T16:34:52.179Z,"18 km NW of P?palkoti, India",earthquake,,,,98,reviewed,us,us
2003-04-04T07:02:32.020Z,30.026,80.008,33,4.7,mb,51,80.1,,0.83,us,usp000bub0,2014-11-07T01:18:16.473Z,"30 km NE of B?geshwar, India",earthquake,,,,22,reviewed,us,us
2003-03-05T08:22:35.710Z,31.519,78.62,18.9,4.7,mb,18,195.1,,0.91,us,usp000brzn,2014-11-07T01:17:59.387Z,"78 km E of Sar?han, India",earthquake,,,,4,reviewed,us,us
2002-10-08T04:48:17.200Z,31.73,77.21,33,4.5,mb,12,,,1.39,us,usp000be16,2014-11-07T01:16:43.240Z,"15 km NW of Banj?r, India",earthquake,,,,1,reviewed,us,us
2002-09-29T14:03:19.680Z,29.865,79.925,10,3.9,mb,20,,,0.87,us,usp000bdea,2014-11-07T01:16:36.323Z,"15 km ENE of B?geshwar, India",earthquake,,,,1,reviewed,us,us
2002-09-04T16:11:57.360Z,31.23,77.76,33,4.1,mb,13,,,0.76,us,usp000bb8c,2014-11-07T01:16:26.609Z,"3 km N of Rohru, India",earthquake,,,,1,reviewed,us,us
2002-05-02T14:29:45.930Z,27.696,75.81,33,4.1,mb,18,,,1.52,us,usp000b3ku,2014-11-07T01:15:33.193Z,"5 km SSE of Neem ka Thana, India",earthquake,,,,6,reviewed,us,us
2002-03-09T18:43:02.360Z,29.955,79.966,33,4.6,mb,20,,,0.68,us,usp000b00g,2014-11-07T01:15:07.088Z,"22 km NE of B?geshwar, India",earthquake,,,,4,reviewed,us,us
2001-09-13T10:18:58.180Z,28.851,77.22,10,4.1,mb,23,,,1.22,us,usp000ap3n,2014-11-07T01:13:47.691Z,"6 km WSW of Khekra, India",earthquake,,,,3,reviewed,us,us
2001-09-13T06:20:35.340Z,29.762,80.488,36,4.4,mb,41,,,1.07,us,usp000ap34,2014-11-07T01:13:47.609Z,"9 km SW of D?rchul?, Nepal",earthquake,,8.3,,8,reviewed,us,us
2001-08-09T05:56:22.860Z,30.486,79.167,39.3,4.3,mb,31,,,0.93,us,usp000am34,2014-11-07T01:13:30.914Z,"Uttaranchal, India",earthquake,,8.8,,6,reviewed,us,us
2001-07-25T19:01:56.330Z,29.883,79.959,33,3.8,mb,6,,,1.02,us,usp000ak56,2014-11-07T01:13:21.027Z,"18 km ENE of B?geshwar, India",earthquake,,,,1,reviewed,us,us
2001-06-17T01:49:45.330Z,32.479,78.31,57.7,4.6,mb,40,,,0.99,us,usp000agtg,2014-11-07T01:13:04.619Z,"109 km ENE of Man?li, India",earthquake,,10.5,,11,reviewed,us,us
2001-04-28T03:06:25.770Z,28.588,76.841,10,3.7,mb,12,,,0.9,us,usp000ae2k,2014-11-07T01:12:38.706Z,"13 km W of Najafgarh, India",earthquake,,,,1,reviewed,us,us
2001-03-12T11:34:18.010Z,30.406,79.022,33,4.5,mb,25,,,1.12,us,usp000ab9e,2014-11-07T01:12:20.222Z,"13 km NNE of Rudrapray?g, India",earthquake,,,,11,reviewed,us,us
2001-02-28T02:41:47.500Z,28.629,76.04,33,3.8,mb,9,,,0.86,us,usp000aaj0,2014-11-07T01:12:12.877Z,"20 km SSW of Bhiw?ni, India",earthquake,,,,2,reviewed,us,us
2001-02-23T22:54:32.560Z,30.998,78.066,21.2,4.5,mb,24,,,1.07,us,usp000aa7m,2014-11-07T01:12:11.316Z,"24 km NNW of Barkot, India",earthquake,,,,9,reviewed,us,us
2001-02-20T08:42:09.800Z,30.983,78.235,33,3.8,mb,15,,,0.61,us,usp000a9z2,2014-11-07T01:12:10.420Z,"19 km N of Barkot, India",earthquake,,,,4,reviewed,us,us
2000-11-22T08:40:31.380Z,31.181,77.949,33,3.7,md,16,,,0.72,us,usp000a4n5,2014-11-07T01:11:32.550Z,"18 km E of Rohru, India",earthquake,,,,,reviewed,us,ndi
2000-09-26T07:22:44.060Z,30.998,78.13,33,4.5,mb,17,,,0.73,us,usp000a0u8,2014-11-07T01:11:07.660Z,"22 km NNW of Barkot, India",earthquake,,,,4,reviewed,us,us
2000-08-31T02:08:45.950Z,32.001,78.407,36.5,4.7,mb,69,,,1.12,us,usp0009zef,2014-11-07T01:10:56.600Z,"79 km NE of Sar?han, India",earthquake,,10.9,,29,reviewed,us,us
2000-07-04T08:10:05.880Z,32.101,78.442,33,4.1,mb,14,,,1.44,us,usp0009vrf,2014-11-07T01:10:31.767Z,"89 km NE of Sar?han, India",earthquake,,,,2,reviewed,us,us
2000-06-21T16:11:19.330Z,30.581,79.196,33,3.5,mb,5,,,0.62,us,usp0009uxx,2014-11-07T01:10:24.005Z,"28 km NW of P?palkoti, India",earthquake,,,,1,reviewed,us,us
2000-06-18T08:05:23.990Z,32.167,78.49,93.4,3.7,mb,8,,,1.28,us,usp0009usj,2014-11-07T01:10:23.288Z,"98 km NE of Sar?han, India",earthquake,,19,,1,reviewed,us,us
2000-06-17T16:34:12.960Z,32.024,78.437,33,4.8,mb,71,,,0.85,us,usp0009urn,2022-04-29T18:42:01.065Z,"83 km NE of Sar?han, India",earthquake,,,,29,reviewed,us,us
2000-05-04T02:00:59.690Z,29.967,79.988,33,3.5,mb,,,,0.78,us,usp0009sbb,2014-11-07T01:10:02.824Z,"25 km NE of B?geshwar, India",earthquake,,,,1,reviewed,us,us
2000-04-28T00:17:17.980Z,31.601,78.305,33,4.6,mb,,,,0.98,us,usp0009rz9,2014-11-07T01:09:57.403Z,"49 km ENE of Sar?han, India",earthquake,,,,8,reviewed,us,us
2000-04-11T18:12:45.020Z,32.372,79.071,33,3.6,mb,,,,1.28,us,usp0009r5k,2014-11-07T01:09:53.030Z,"154 km NE of Sar?han, India",earthquake,,,,1,reviewed,us,us
2000-02-22T20:53:41.460Z,31.32,77.099,33,3.6,mb,,,,0.91,us,usp0009nuh,2014-11-07T01:09:32.926Z,"8 km NNW of Seoni, India",earthquake,,,,1,reviewed,us,us
1999-11-08T21:45:15.640Z,31.309,77.294,33,4.4,mb,,,,1.25,us,usp0009h9p,2014-11-07T01:08:56.109Z,"17 km ENE of Seoni, India",earthquake,,,,11,reviewed,us,us
1999-09-12T09:00:08.160Z,31.049,77.672,33,4.5,mb,,,,1.03,us,usp0009ec3,2014-11-07T01:08:28.305Z,"6 km SSE of Jubbal, India",earthquake,,,,16,reviewed,us,us
1999-05-16T05:41:43.580Z,32.505,78.425,54.8,4.5,mb,,,,1.36,us,usp000982p,2014-11-07T01:07:40.892Z,"120 km ENE of Man?li, India",earthquake,,21.6,,10,reviewed,us,us
1999-05-14T08:31:03.600Z,30.32,79.318,33,4.6,mb,,,,1.04,us,usp00097xn,2014-11-07T01:07:40.388Z,"15 km SW of P?palkoti, India",earthquake,,,,3,reviewed,us,us
1999-05-07T17:12:01.830Z,30.109,79.346,10,4.5,mb,,,,0.93,us,usp00097ha,2014-11-07T01:07:38.554Z,"36 km SSW of P?palkoti, India",earthquake,,,,7,reviewed,us,us
1999-04-18T17:16:36.590Z,30.243,79.298,10,4.9,mb,,,,0.79,us,usp00096hk,2022-04-29T18:07:01.723Z,"23 km SSW of P?palkoti, India",earthquake,,,,50,reviewed,us,us
1999-04-14T17:24:27.880Z,30.256,79.305,10,4.9,mb,,,,0.71,us,usp00096a1,2022-04-29T18:06:57.108Z,"22 km SSW of P?palkoti, India",earthquake,,,,37,reviewed,us,us
1999-04-07T16:23:26.940Z,30.257,79.295,10,4.7,mb,,,,0.96,us,usp00095xz,2014-11-07T01:07:25.089Z,"22 km SW of P?palkoti, India",earthquake,,,,17,reviewed,us,us
1999-04-07T15:49:12.620Z,30.249,79.316,10,4.9,mb,,,,0.67,us,usp00095xy,2022-04-29T18:06:47.248Z,"22 km SSW of P?palkoti, India",earthquake,,,,40,reviewed,us,us
1999-04-06T20:46:40.050Z,30.33,79.343,10,4.6,mb,,,,0.93,us,usp00095wv,2014-11-07T01:07:24.768Z,"13 km SW of P?palkoti, India",earthquake,,,,33,reviewed,us,us
1999-04-06T19:37:24.050Z,30.414,79.321,10,5.1,mb,,,,0.77,us,usp00095ws,2022-04-29T18:06:44.861Z,"10 km W of P?palkoti, India",earthquake,,,,87,reviewed,us,us
1999-04-01T02:48:51.440Z,30.528,79.407,10,4.5,mb,,,,1.04,us,usp00095k5,2014-11-07T01:07:19.641Z,"11 km NNW of P?palkoti, India",earthquake,,,,5,reviewed,us,us
1999-03-30T21:02:10.340Z,30.376,79.335,10,5.3,mb,,,,0.8,us,usp00095gs,2022-04-29T18:06:01.904Z,"10 km WSW of P?palkoti, India",earthquake,,,,107,reviewed,us,us
1999-03-30T15:51:49.060Z,30.187,79.305,10,4.5,mb,,,,1,us,usp00095gb,2014-11-07T01:07:17.745Z,"29 km SSW of P?palkoti, India",earthquake,,,,3,reviewed,us,us
1999-03-29T13:20:57.410Z,30.286,79.286,10,4.6,mb,,,,1.21,us,usp00095e7,2014-11-07T01:07:17.537Z,"20 km SW of P?palkoti, India",earthquake,,,,3,reviewed,us,us
1999-03-29T08:49:44.570Z,30.213,79.245,10,4.6,mb,,,,1.06,us,usp00095dy,2014-11-07T01:07:17.497Z,"26 km ESE of Rudrapray?g, India",earthquake,,,,7,reviewed,us,us
1999-03-28T23:20:26.390Z,30.385,79.494,10,4.5,mb,,,,1.07,us,usp00095d2,2014-11-07T01:07:17.372Z,"7 km SE of P?palkoti, India",earthquake,,,,2,reviewed,us,us
1999-03-28T23:04:35.440Z,30.357,79.481,10,4.4,mb,,,,0.93,us,usp00095d1,2014-11-07T01:07:17.369Z,"9 km SSE of P?palkoti, India",earthquake,,,,14,reviewed,us,us
1999-03-28T19:47:04.590Z,30.342,79.31,10,4.7,mb,,,,0.74,us,usp00095cj,2014-11-07T01:07:17.302Z,"14 km SW of P?palkoti, India",earthquake,,,,35,reviewed,us,us
1999-03-28T19:36:05.510Z,30.315,79.387,10,5.4,mb,,,,1.02,us,usp00095cg,2022-04-29T18:05:34.967Z,"12 km SSW of P?palkoti, India",earthquake,,,,76,reviewed,us,us
1999-03-28T19:05:11.030Z,30.512,79.403,15,6.6,mwb,,,,1.03,us,usp00095cb,2022-04-29T18:05:29.400Z,"9 km NNW of P?palkoti, India",earthquake,,,,,reviewed,us,us
1999-03-23T07:29:53.370Z,28.785,78.61,33,3.7,mb,,,,0.89,us,usp000950t,2014-11-07T01:07:15.797Z,"16 km NNW of Sirsi, India",earthquake,,,,1,reviewed,us,us
1999-03-22T09:56:16.680Z,29.257,76.94,207.6,4.1,mb,,,,1.26,us,usp00094z2,2014-11-07T01:07:15.637Z,"7 km WNW of Sam?lkha, India",earthquake,,20.6,,2,reviewed,us,us
1999-03-16T22:27:52.740Z,28.517,78.229,33,4.2,mb,,,,0.52,us,usp00094mv,2014-11-07T01:07:14.137Z,"16 km E of Kh?npur, India",earthquake,,,,1,reviewed,us,us
1999-02-25T11:13:54.290Z,30.657,78.878,33,4,mb,,,,0.92,us,usp00093dd,2014-11-07T01:07:04.861Z,"42 km E of Uttark?shi, India",earthquake,,,,3,reviewed,us,us
1998-11-19T16:34:16.350Z,30.42,79.163,33,4.5,mb,,,,1.11,us,usp0008yf7,2014-11-07T01:06:28.067Z,"22 km NE of Rudrapray?g, India",earthquake,,,,16,reviewed,us,us
1998-11-19T12:41:58.750Z,30.566,79.389,33,3.9,mb,,,,1.23,us,usp0008yer,2014-11-07T01:06:28.002Z,"16 km NNW of P?palkoti, India",earthquake,,,,1,reviewed,us,us
1998-10-17T09:24:45.010Z,32.217,76.545,33,4.5,mb,,,,1.33,us,usp0008wn2,2014-11-07T01:06:15.696Z,"11 km N of P?lampur, India",earthquake,,,,8,reviewed,us,us
1998-05-01T11:57:36.440Z,30.04,79.537,41.9,4.4,mb,,,,1.43,us,usp0008m8j,2014-11-07T01:05:08.339Z,"30 km NNE of Dw?r?h?t, India",earthquake,,,,8,reviewed,us,us
1998-03-30T23:55:45.240Z,28.211,76.241,10,3.9,mb,,,,0.73,us,usp0008j9w,2014-11-07T01:04:52.275Z,"10 km SE of Mahendragarh, India",earthquake,,,,1,reviewed,us,us
1998-03-19T17:13:19.600Z,31.027,77.643,33,3.9,mb,,,,0.31,us,usp0008hq0,2014-11-07T01:04:47.547Z,"9 km S of Jubbal, India",earthquake,,,,1,reviewed,us,us
1998-03-19T17:01:32.730Z,31.21,77.829,33,3.9,mb,,,,1.34,us,usp0008hpy,2014-11-07T01:04:47.543Z,"7 km E of Rohru, India",earthquake,,,,1,reviewed,us,us
1998-02-07T08:45:11.090Z,29.103,78.064,33,3.5,mb,,,,1.46,us,usp0008fm5,2014-11-07T01:04:30.966Z,"8 km SE of Hastin?pur, India",earthquake,,,,2,reviewed,us,us
1997-08-13T23:10:15.050Z,31.211,76.694,33,4.2,mb,,,,1.24,us,usp000866m,2014-11-07T01:03:18.635Z,"14 km SSW of Bilaspur, India",earthquake,,,,2,reviewed,us,us
1997-07-29T18:00:18.760Z,31.554,76.817,33,4.7,mb,,,,0.82,us,usp00085hs,2014-11-07T01:03:11.868Z,"8 km WNW of Sundarnagar, India",earthquake,,,,18,reviewed,us,us
1997-05-02T20:09:28.810Z,29.434,80.426,33,4.6,mb,,,,0.61,us,usp00081n5,2014-11-07T01:02:43.130Z,"21 km NW of Dadeldhur?, Nepal",earthquake,,,,3,reviewed,us,us
1997-01-02T03:52:31.650Z,30.536,77.844,33,3.5,mb,,,,0.85,us,usp0007vb2,2014-11-07T01:01:54.144Z,"10 km NE of Vik?snagar, India",earthquake,,,,1,reviewed,us,us
1996-12-23T21:52:18.840Z,32.403,76.892,33,3.8,mb,,,,0.9,us,usp0007uwe,2014-11-07T01:01:49.081Z,"22 km SSW of Kyelang, India",earthquake,,,,1,reviewed,us,us
1996-11-12T04:20:58.770Z,29.919,77.172,53.7,4.5,mb,,,,0.79,us,usp0007svu,2020-09-15T19:11:54.864Z,"11 km ENE of Indri, India",earthquake,,9.6,,3,reviewed,us,us
1996-09-25T07:12:23.060Z,30.44,78.584,33,4.6,mb,,,,1.2,us,usp0007qep,2014-11-07T01:01:13.140Z,"11 km ENE of Tehri, India",earthquake,,,,4,reviewed,us,us
1996-09-14T02:12:07.230Z,30.748,78.307,33,4.8,mb,,,,0.9,us,usp0007pxa,2014-11-07T01:01:10.299Z,"11 km SE of Barkot, India",earthquake,,,,2,reviewed,us,us
1996-08-03T13:33:24.220Z,30.761,79.029,33,3.9,mb,,,,1,us,usp0007n2k,2014-11-07T01:00:55.296Z,"52 km N of Rudrapray?g, India",earthquake,,,,5,reviewed,us,us
1996-07-17T06:56:06.950Z,31.391,78.551,33,4.6,mb,,,,1.4,us,usp0007m5d,2014-11-07T01:00:48.177Z,"72 km NNE of Barkot, India",earthquake,,,,6,reviewed,us,us
1996-06-18T02:46:10.970Z,30.525,79.266,33,4,mb,,,,0.6,us,usp0007jxd,2014-11-07T01:00:38.609Z,"19 km NW of P?palkoti, India",earthquake,,,,2,reviewed,us,us
1996-03-26T08:30:25.270Z,30.651,79.102,47.4,4.8,mb,,,,0.8,us,usp0007fab,2022-04-29T20:14:45.212Z,"40 km NW of P?palkoti, India",earthquake,,,,46,reviewed,us,us
1996-02-07T10:57:00.280Z,29.596,80.49,50.3,4.2,mb,,,,1.4,us,usp0007cgu,2014-11-07T00:59:51.478Z,"26 km SSW of D?rchul?, Nepal",earthquake,,8.2,,12,reviewed,us,us
1996-01-23T17:34:41.000Z,30.483,79.413,33,4.3,mb,,,,1,us,usp0007bkj,2014-11-07T00:59:42.841Z,"6 km NNW of P?palkoti, India",earthquake,,,,28,reviewed,us,us
1995-11-27T21:44:02.090Z,30.693,79.232,37.5,4.6,mb,,,,0.9,us,usp00077nd,2014-11-07T00:59:14.394Z,"35 km NNW of P?palkoti, India",earthquake,,8,,32,reviewed,us,us
1995-11-26T20:21:29.890Z,31.999,78.534,30.4,4.2,mb,,,,0.7,us,usp00077k7,2014-11-07T00:59:14.111Z,"88 km NE of Sar?han, India",earthquake,,7,,16,reviewed,us,us
1995-11-15T21:44:15.930Z,29.058,76.791,24.9,4,mb,,,,1,us,usp00076xc,2014-11-07T00:59:11.155Z,"12 km SE of Goh?na, India",earthquake,,10.6,,7,reviewed,us,us
1995-10-21T19:39:39.830Z,31.432,78.963,33,4.9,mb,,,,0.5,us,usp00075hk,2014-11-07T00:58:59.941Z,"92 km NNE of Uttark?shi, India",earthquake,,,,1,reviewed,us,us
1995-09-05T07:44:02.160Z,31.214,77.863,45.7,4.2,mb,,,,0.9,us,usp00072xw,2014-11-07T00:58:41.239Z,"10 km E of Rohru, India",earthquake,,11.9,,12,reviewed,us,us
1994-12-08T13:01:32.760Z,30.439,79.686,67.9,4.9,mb,,,,0.7,us,usp0006pta,2014-11-07T00:56:56.015Z,"17 km SE of Josh?math, India",earthquake,,24.1,,4,reviewed,us,us
1994-08-31T23:29:54.570Z,25.851,78.566,33,4.7,mb,,,,0.8,us,usp0006hru,2020-09-15T17:22:56.581Z,"22 km NW of Bh?nder, India",earthquake,,,,29,reviewed,us,us
